CONTROL_NUMBER,CARD_PROM_12,CHILDREN,DONOR_AGE,FILE_CARD_GIFT,FREQUENCY_STATUS_97NK,INCOME_GROUP,LAST_GIFT_AMT,LIFETIME_CARD_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LIFETIME_PROM,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,MONTHS_SINCE_FIRST_GIFT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_LAST_PROM_RESP,NUMBER_PROM_12,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PCT_OWNER_OCCUPIED,PEP_STAR,PER_CAPITA_INCOME,RECENT_AVG_CARD_GIFT_AMT,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_COUNT,RECENT_CARD_RESPONSE_PROP,RECENT_RESPONSE_COUNT,RECENT_RESPONSE_PROP,RECENT_STAR_STATUS,WEALTH_RATING,WEALTH_RATING_MISSING,MONTHS_SINCE_LAST_PROM_RESP_MISSING,DONOR_AGE_MISSING,DONOR_GENDER_F,DONOR_GENDER_M,DONOR_GENDER_U,HOME_OWNER_H,HOME_OWNER_U,RECENCY_STATUS_96NK_A,RECENCY_STATUS_96NK_E,RECENCY_STATUS_96NK_F,RECENCY_STATUS_96NK_L,RECENCY_STATUS_96NK_N,RECENCY_STATUS_96NK_S,SES_1,SES_2,SES_3,SES_4,SES_?,URBANICITY_?,URBANICITY_C,URBANICITY_R,URBANICITY_S,URBANICITY_T,URBANICITY_U
162284,1.9459,1.0,-3.434,3.0007,4.0,2.1677,3.3956,3.4406,5.9033,3.5732,3.863,3.2393,4.3721,8.9063,6.7696,4.7346,-2.3312,3.4965,2.7183,2.7794,-3.8501,3.0562,4.4615,-3.8678,1.0,10.5836,2.1972,3.2059,2.2716,0.4055,2.4203,0.3001,2.1758,2.6212,0,0.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49729,1.6094,2.0,-3.3673,2.6461,4.0,1.8942,3.3262,2.9017,5.681,3.3888,3.7039,3.1577,3.8546,7.9056,5.5373,4.6617,-2.587,3.4012,2.2142,2.7794,-3.8918,3.644,4.1528,-4.1913,0.0,9.2704,1.9459,3.1449,1.9014,0.3365,2.2246,0.4055,2.1758,1.5587,1,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
190842,1.7918,2.0,-3.7136,2.8958,1.0,1.5556,3.6847,3.5324,5.8501,3.3544,3.9437,3.0688,4.4214,7.9082,5.6095,5.0161,-2.5724,3.6376,2.5767,2.7794,-4.0604,4.1934,4.1684,-4.3019,1.0,9.6822,2.7726,3.521,1.7396,0.0953,1.8325,0.0953,2.1758,2.4641,0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65109,1.7918,1.0,-3.3673,2.6461,1.9956,1.8942,3.6332,3.3034,5.7013,3.3189,3.9041,3.1577,4.3069,8.0309,5.8805,5.0926,-2.5088,3.434,2.7779,2.8396,-3.8712,4.0118,3.7041,-4.3674,1.0,9.6016,0.0,3.4117,1.5465,0.0,1.8325,0.1053,2.1758,2.2776,0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49920,1.9459,3.0,-3.6636,2.8958,2.0,2.276,3.5506,3.5027,5.8443,3.4852,3.8417,3.2393,4.4568,8.2591,6.2916,4.9475,-2.7272,3.3322,2.8422,2.7794,-4.0431,0.0,3.8631,-4.1245,0.0,10.3419,2.3979,3.3257,2.1628,0.3104,2.2246,0.2046,2.1758,2.5458,0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
108014,1.9459,1.0,-3.9703,2.7146,3.0,1.9078,3.4605,3.1003,5.698,3.3895,3.8201,3.2393,4.0978,8.0913,5.5215,4.4978,-2.7272,3.3322,2.8422,2.7794,-4.1109,4.252,3.5149,-3.9286,1.0,9.3795,2.3979,3.3184,2.0406,0.2874,2.2246,0.2453,2.1758,1.5587,1,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21093,1.9459,3.0,-3.3673,2.5725,3.0,1.5556,3.7573,2.7853,5.6213,3.1192,4.0002,3.2393,3.9162,7.9556,5.687,4.3151,-2.7272,3.3322,2.9525,2.8964,-3.8067,3.8121,4.243,-4.1719,0.0,9.2338,2.7081,3.4442,1.9014,0.4055,1.8325,0.1823,2.1758,1.5587,1,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
189312,1.0986,0.0,-2.8622,2.4931,1.0,1.8942,3.4915,2.4164,5.855,3.074,4.0002,3.4183,3.4081,7.8956,5.6021,4.1869,-3.3065,3.3322,2.0985,2.7794,-4.382,2.9039,3.1618,-4.2171,0.0,9.4124,3.0445,3.6328,1.7396,0.6931,1.6581,0.4055,2.1758,1.5587,1,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
130335,1.7918,0.0,-2.9444,2.8958,2.0,1.9078,3.7804,3.643,5.9591,3.3888,4.0183,3.2393,4.4333,7.944,5.5607,5.1751,-2.229,3.5264,2.4977,2.7794,-3.8067,3.7669,4.1528,-3.9286,-0.5299,9.3708,2.8332,3.5501,1.9014,0.1672,2.1101,0.1672,2.1758,2.0481,0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24600,1.1401,1.0,-2.7081,2.839,3.0,1.7471,3.4605,3.266,5.7691,3.4541,3.7752,3.1577,4.2796,8.0673,6.271,4.7433,-2.7906,3.2958,2.4977,2.8396,-3.912,3.8669,4.2285,-4.0044,0.0,9.8676,2.0794,3.251,1.9014,0.2005,2.3272,0.2624,2.1758,2.6212,0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
168577,1.9459,0.0,-3.2958,2.5725,3.0,2.0461,3.5215,2.9017,5.5817,3.1192,3.8201,3.1577,3.8332,8.0273,5.4848,4.3016,-2.4239,3.4657,2.7183,2.7794,-3.6109,3.1882,4.3517,-3.7096,1.0,9.6825,1.7918,3.2152,1.9014,0.2874,1.9809,0.2231,2.1758,1.5587,1,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20415,1.9459,1.0,-2.0794,2.6461,1.0,2.0461,3.6593,3.4406,5.7502,3.2437,3.9241,3.4183,4.3594,8.0364,5.6058,4.9113,-2.3312,3.4965,2.8989,2.8964,-3.7842,3.3049,4.4729,-4.3674,0.0,9.695,2.8332,3.521,1.7396,0.1053,1.6581,0.0516,2.1758,2.1694,0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
93432,1.9459,0.0,-3.3322,2.7787,3.0,1.8942,3.4915,3.9623,5.7374,3.422,3.7979,3.1142,4.4093,7.9379,5.3613,4.9545,-2.587,3.4012,2.7822,2.7794,-4.0431,2.9039,4.809,-4.4868,1.0,9.3753,0.0,3.3013,1.5465,0.0,1.9809,0.1544,2.2834,1.5587,1,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87397,1.9459,4.0,-3.434,3.0007,1.0,1.9078,3.5215,3.5027,5.8987,3.422,3.9628,3.3256,4.4214,7.9747,5.3327,5.0358,-2.229,3.5264,2.7183,2.7794,-3.8286,3.9935,3.798,-3.8678,-0.5299,9.3174,2.4849,3.4199,2.0406,0.2624,2.1101,0.174,2.2834,2.6212,0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
67628,1.6094,1.0,-3.7612,2.4931,1.0,2.1677,3.6332,2.5806,5.5578,3.0267,3.9041,3.57,3.6165,7.8413,5.6664,4.1869,-2.7272,3.3322,2.65,2.7794,-4.0073,4.0474,4.1045,-3.8678,0.0,9.4971,2.7726,3.491,1.7396,0.4055,1.6581,0.1823,2.1758,1.5587,1,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16025,1.9459,4.0,-3.434,2.4931,2.0,2.0461,3.6332,3.0059,5.6534,3.1192,3.9241,3.4183,3.9553,7.974,5.793,4.4045,-2.587,3.4012,2.7183,2.7794,-3.912,4.0297,3.9438,-3.9672,0.0,9.4613,2.3979,3.4496,1.7396,0.1178,1.9809,0.1544,2.1758,1.5587,1,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21144,1.9459,0.0,-3.2958,3.4995,4.0,1.8942,3.4286,3.7186,6.1009,3.9441,3.9041,3.1142,4.6654,8.0115,5.4848,5.1347,-2.6596,3.3673,2.8422,3.5866,-3.8501,4.0474,3.8631,-3.9672,1.0,9.4266,1.9459,3.1809,2.4592,0.4923,2.5055,0.3228,2.2834,2.0481,0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47977,1.7918,0.0,-3.2958,2.7787,2.0,1.3186,3.3615,3.408,5.7753,3.3189,3.9241,3.2393,4.4333,7.8685,5.3279,5.0161,-2.587,3.4657,2.7183,2.7794,-4.1109,3.7898,4.137,-3.9088,1.0,9.6822,0.0,3.521,1.5465,0.0,1.6581,0.0611,2.2834,2.0481,0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21631,1.9459,3.0,-3.6109,2.839,2.0,1.7471,3.5506,3.5892,5.8756,3.4541,3.8417,3.1577,4.5455,7.8662,5.2933,5.0865,-2.587,3.4012,2.7822,2.7794,-4.0431,3.5039,4.0003,-3.8885,0.0,9.1884,2.3979,3.3399,1.9014,0.1672,2.2246,0.2046,2.1758,1.7497,0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
178463,1.9459,4.0,-3.7377,3.0007,1.0,2.0461,3.8677,3.643,6.1231,3.5447,4.0878,3.2393,4.5241,8.2092,6.1675,5.074,-2.6596,3.3673,2.8422,2.7794,-3.7612,4.3074,3.6274,-3.7574,1.0,9.7611,3.0445,3.6968,1.7396,0.0871,1.8325,0.0908,2.1758,2.4641,0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
104695,1.6094,1.0,-3.4657,2.6461,3.0,1.8942,3.7573,3.0543,5.8238,3.282,4.0002,3.1577,3.9742,7.9792,5.7714,4.5414,-2.7906,3.2958,2.3179,2.7794,-4.0073,4.0817,4.0003,-4.1872,0.0,9.5164,3.0445,3.6328,1.9014,0.2005,2.1101,0.2111,2.1758,1.5587,1,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
162105,1.9459,1.0,-2.7726,2.5725,4.0,2.1677,3.6332,3.0059,5.8472,3.2437,4.0878,3.3393,3.9742,8.5812,6.2383,4.3671,-2.7906,3.2958,2.7822,2.7794,-3.989,3.4734,4.3517,-3.8678,-0.5299,9.9791,2.5541,3.5501,1.9014,0.2231,2.3272,0.3185,2.1758,1.5587,1,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92620,1.7918,4.0,-3.9318,2.4931,2.0,2.1677,3.6593,2.7216,5.5994,3.074,3.9241,3.4183,3.6941,8.2259,6.4102,4.2601,-2.7906,3.2958,2.65,2.7794,-3.9512,3.8669,3.963,-3.8885,0.0,10.241,2.3979,3.4281,1.7396,0.2874,1.8325,0.2515,2.1758,1.5587,1,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83970,1.6094,1.0,-2.8904,2.6461,1.0,2.276,3.6332,2.9552,5.6067,3.1192,3.9041,3.1577,3.9553,8.0419,6.2383,4.5089,-2.7272,3.3322,2.5767,2.7794,-3.5264,3.5039,4.1684,-3.6065,0.0,10.0351,2.5649,3.4117,1.9014,0.2515,1.8325,0.1178,2.1758,1.5587,1,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
92574,1.7918,4.0,-1.6094,3.4995,4.0,1.9078,3.3615,3.7186,6.0192,4.0187,3.7752,3.1142,4.5871,7.9203,5.4723,5.1864,-2.7906,3.3673,2.7183,2.8396,-3.989,3.6698,4.1838,-4.1563,1.0,9.2635,1.9459,3.1704,2.3698,0.47,2.4203,0.345,2.2834,2.4641,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
114148,1.9459,2.0,-3.5553,2.4931,2.0,2.0461,3.6332,2.7216,5.6067,3.074,3.9041,3.512,3.766,7.9144,5.7746,4.2459,-2.7272,3.3322,2.8422,2.8964,-3.7136,4.0474,3.9438,-4.0916,0.0,9.4066,2.7726,3.46,1.7396,0.2874,1.8325,0.2515,2.1758,1.5587,1,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66754,1.9459,0.0,-3.9703,2.4931,5.2799,1.8942,3.8677,3.4406,5.9033,3.282,4.0878,3.4183,4.3594,7.9823,5.193,4.8661,-2.5088,3.434,2.7822,2.7794,-4.382,2.9039,0.0,-4.1913,0.0,9.4276,0.0,3.7569,1.5465,0.0,1.9809,0.1275,2.1758,2.5458,0,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
10418,1.7918,3.0,-1.9459,2.7146,2.0,1.5556,3.6332,3.266,5.7629,3.282,3.9041,3.2393,4.4797,7.9397,5.6836,4.7433,-2.7906,3.2958,2.9525,2.7794,-3.912,3.956,3.7284,-4.0748,0.0,9.3685,2.7726,3.4442,1.7396,0.1178,1.8325,0.0998,2.1758,2.6212,0,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1292,1.9459,0.0,-3.7136,2.5725,2.0,2.0461,3.3956,3.1444,5.6428,3.2039,3.9041,3.2393,4.1621,7.9657,5.3181,4.6711,-2.587,3.4012,2.8989,2.7794,-3.5835,3.1461,4.5066,-4.1245,1.0,9.589,2.3979,3.2891,1.8613,0.2231,1.9809,0.1723,2.1758,1.5587,1,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34501,1.6094,1.0,-2.4849,2.7787,1.0,1.7471,3.7573,3.2271,5.6878,3.2437,4.0002,3.2393,4.2515,8.0273,5.8201,4.9403,-2.587,3.4012,2.7822,2.8396,-3.5553,3.7435,4.2285,-3.7338,1.0,9.3279,0.0,3.6328,1.5465,0.0,1.6581,0.0742,2.1758,1.7497,0,0.6934,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
109472,1.3863,2.0,-3.0445,3.4076,1.0,2.276,3.6064,3.3395,5.8615,3.5154,3.8838,3.1577,4.4214,7.9347,5.6595,4.8661,-2.7906,3.2958,2.5767,2.7794,-4.0775,4.1627,3.7041,-4.1872,1.0,9.3363,2.3979,3.5009,1.7396,0.1337,1.8325,0.1115,2.8797,1.5587,1,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82877,1.9459,3.0,-3.4657,2.8958,2.0,1.8942,3.4915,3.5892,5.9382,3.5447,3.7979,3.2393,4.5455,8.0234,6.0661,5.1229,-2.587,3.4012,2.8422,2.7794,-4.0604,4.3599,3.3539,-3.6333,1.0,9.5808,2.3979,3.3257,1.7396,0.0953,2.1101,0.174,2.2834,2.4641,0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20438,1.9459,0.0,-2.8332,2.5725,4.0,1.9078,0.0,3.0543,5.6844,3.282,3.9847,3.2393,4.0291,7.9001,5.5175,4.4166,-2.7906,3.2958,2.8422,4.0794,-3.8286,4.334,3.5727,-0.0,0.0,9.1177,2.1972,3.2248,1.9014,0.2005,2.3272,0.2874,2.1758,1.5587,1,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11511,1.9459,0.0,-1.9459,2.8958,1.0,1.5556,3.6332,3.643,5.9196,3.4852,3.9041,3.1577,4.7892,8.1058,5.7494,5.0926,-2.7272,3.3322,3.4063,2.7794,-3.2581,3.2675,4.4729,-4.3019,1.0,9.8652,2.7726,3.4809,2.0406,0.2414,1.9809,0.1275,2.9862,2.3752,0,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94046,2.0794,4.0,-3.3322,3.0955,2.0,1.5556,3.4915,3.5612,6.0045,3.654,3.9041,3.2393,4.5241,8.1076,6.7286,4.9475,-3.1901,3.2958,2.8989,2.7794,-4.0604,3.4734,4.3517,-4.5308,1.0,9.7203,2.3979,3.3257,1.7396,0.0953,2.1101,0.174,2.8219,2.3752,0,0.0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31977,1.9459,2.0094,-2.8904,2.7787,2.0,2.276,3.803,3.3395,5.8728,3.2437,4.0878,3.4183,4.3594,8.2165,6.7286,4.8428,-2.4239,3.4657,2.8989,2.8964,-3.8067,3.8121,4.1838,-4.1563,1.0,10.2444,3.1355,3.6926,1.9014,0.2231,1.9809,0.1621,2.1758,2.6212,0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
123600,1.6094,0.0,-3.7612,2.5725,1.0,1.3186,3.6332,3.0059,5.6321,3.1192,3.9041,3.4183,4.0291,7.9253,6.107,4.5089,-1.6659,3.6376,2.5767,2.8396,-3.9318,4.2231,3.6274,-4.0044,0.0,9.4978,2.3979,3.4117,1.7396,0.1178,1.8325,0.0998,2.1758,1.5587,1,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56897,1.6094,1.0,-3.8501,2.839,2.0,2.276,3.3262,3.5324,6.5001,3.5154,4.6287,3.1577,4.4683,8.127,6.4085,5.0926,-2.7906,3.2958,2.7779,2.7794,-3.912,3.5903,4.0537,-3.6594,1.0,9.9738,0.0,3.2637,1.5465,0.0,1.9809,0.1398,2.1758,2.6212,0,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37772,1.6094,0.0,-3.3322,2.4931,1.0,1.8942,3.7573,2.6536,5.5769,3.0267,4.0002,3.7017,3.6431,7.9217,5.0239,4.2315,-2.5088,3.434,2.5767,2.7794,-4.3041,4.1311,3.6792,-4.5308,0.0,8.8669,3.0445,3.6328,1.7396,0.2874,1.6581,0.1544,2.1758,1.5587,1,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81272,1.7918,2.0,-2.5649,2.8958,3.0,1.5556,3.6332,3.5027,5.8979,3.5154,3.9041,3.1577,4.4568,7.8934,5.6904,5.1808,-2.7272,3.3322,2.7183,2.8964,-3.8918,4.2084,4.0347,-4.0044,1.0,9.2771,2.7726,3.4703,1.7396,0.1544,1.9809,0.1723,2.1758,1.5587,0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
179198,1.9459,3.0,-3.4657,2.7787,4.0,1.8942,3.7573,3.2271,5.9303,3.4541,4.0002,3.4183,4.2078,8.1282,5.9162,4.5414,-2.7906,3.2958,2.8422,2.7794,-3.9512,4.2231,3.6274,-0.0,1.0,9.6747,2.3979,0.0,2.1628,0.3104,2.3272,0.2515,2.1758,2.3752,0,0.0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
188775,1.0986,1.0,-3.4657,2.6461,3.0,1.8942,3.4915,2.6536,5.7046,3.282,3.7979,3.2393,3.6165,8.0626,5.9243,4.4045,-3.2692,3.434,2.2142,2.9502,-3.4965,3.695,4.2988,-3.8885,0.0,9.8436,2.1972,3.2797,1.9014,0.4055,2.1101,0.4517,2.1758,1.5587,1,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24420,1.9459,3.0,-3.434,2.7146,3.0,1.8942,3.6064,3.3034,5.747,3.3189,3.8838,3.2393,4.3335,8.1666,5.0938,4.8661,-2.7272,3.3322,2.8422,2.7794,-4.3438,3.8121,3.1618,-4.8027,0.0,8.4636,2.7081,3.4034,1.9014,0.2231,2.1101,0.1914,2.1758,2.5458,0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
104442,1.9459,4.0,-3.6109,2.6461,1.0,2.0461,4.0576,3.4406,5.9513,3.2437,4.2429,3.4183,4.3594,8.3803,6.9412,4.8188,-2.5088,3.434,2.7822,2.7794,-4.0073,3.7898,4.0347,-3.6594,0.0,10.6602,3.434,3.9184,1.7396,0.2094,1.8325,0.0871,2.1758,2.6212,0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
155033,1.6094,3.0,-3.4657,2.7787,1.0,1.8942,4.0576,3.3744,5.8785,3.3895,4.2429,3.1577,4.3069,8.2531,6.2823,4.9545,-2.587,3.4012,2.3179,2.8396,-4.1431,3.8763,4.0347,-3.9088,1.0,9.8727,0.0,3.9668,1.5465,0.0,0.0,0.0797,2.1758,2.4641,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28717,1.9459,4.0,-2.8332,3.2619,4.0,2.276,3.4915,3.7186,6.1076,3.7525,4.0002,3.1142,4.6559,8.6153,6.8865,5.1464,-2.587,3.434,2.8989,2.7794,-3.5835,3.9749,4.2851,-3.6594,1.0,10.9725,2.7726,3.5031,1.9014,0.1672,2.2246,0.2046,2.2834,2.6212,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11737,2.4849,2.0,-3.2958,2.6461,2.0,1.5556,3.9859,3.4406,6.0062,3.3544,4.1837,3.4183,4.5871,7.8654,5.2883,4.5306,-2.4239,3.4657,3.6927,2.7794,-3.6889,4.0297,4.1209,-4.1245,1.0,9.1574,3.2958,3.6926,1.9014,0.1672,1.9809,0.1275,2.1758,2.2776,0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43149,1.9459,3.0,-2.7726,3.2228,2.0,1.8942,3.6847,3.6688,6.1929,3.654,4.0002,3.2393,4.627,8.1894,5.7071,5.1751,-2.6596,3.3673,2.8989,2.7794,-3.5264,3.6175,4.3123,-4.2171,1.0,9.7239,2.8904,3.5112,1.7396,0.0953,1.9809,0.1398,2.2834,2.3752,0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8245,1.9459,3.0,-3.2581,2.5725,2.0,2.0461,3.7573,3.3034,5.7502,3.2437,4.0002,3.2393,4.2796,7.9286,5.8377,4.8738,-1.9865,3.5835,2.7822,2.7794,-3.912,4.0984,3.5442,-3.9286,0.0,9.6418,3.8067,3.6328,0.0,0.1178,1.8325,0.0998,2.1758,2.4641,0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
